原表序号,名称,位置,收录状态,合并后编号,审核说明,免费/付费,是否可过夜,是否可用卡式炉,是否有厕所,是否可开车直达,特色亮点,清洗后描述,原表完整描述,笔记1,笔记1关联,笔记2,笔记2关联,笔记3,笔记3关联,笔记1点赞,笔记1收藏,笔记1评论,总互动量,实拍图1,图片1审核,实拍图2,图片2审核,实拍图3,图片3审核,实拍图4,图片4审核,实拍图5,图片5审核,实拍图6,图片6审核,实拍图7,图片7审核,实拍图8,图片8审核,实拍图9,图片9审核
68,光明寺水库,杭州西湖区·龙坞,已合并,C007,同地点合并，逐字段采用通过检查的主数据,免费,是,是,是,是,水库、大草坪、草坪、可烧烤、可野炊、可钓鱼、可玩水、适合亲子,"光明寺水库。小众, 适合拍照, 环境安静。可以钓鱼, 可以游泳, 可以烧烤, 可以玩水。","光明寺水库，位于云雅阁民宿。小众, 适合拍照, 环境安静。可以钓鱼, 可以游泳, 可以烧烤, 可以玩水。Tips: 1⃣可以免费停车，草坪旁边就是停车场，很方便。",https://www.xiaohongshu.com/explore/69d5f06a00000000220005c7,地点关联待核,https://www.xiaohongshu.com/explore/69eefc81000000003601b053,地点关联待核,https://www.xiaohongshu.com/explore/6a1d4b09000000003700e24a,地点关联待核,430,508,58,2716,https://img01.yzcdn.cn/upload_files/2026/09/22/liJvuus7elbJc35B4CWndB4cl0mx.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lketcDCXBViS75SZ0FTSxX0FESLr.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lv8yjtooVSyatQk_03_hYWsxjLO4.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FhsOrnOnpI2Cq2qb3hUvdDdevkbv.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lpJw2Jm0Z5Ww4vh5L7v1VDv5U2ax.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ltshLcBr6a8xNXXSlyxizF7yk-QW.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ljyxTy4ztnfOaO5TXKuX54L3BXqM.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lv5a9vtEmWrkjGR1yN82OxXQ73ys.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/Fnx174hWoKfTUjE-x_V7U64guSbf.png,exclude
69,龙尾巴山塘水库,云雅阁民宿,已合并,C215,同地点合并，逐字段采用通过检查的主数据,免费,是,是,是,是,水库、大草坪、草坪、可烧烤、可野炊、可钓鱼、可玩水、适合亲子,"龙尾巴山塘水库。小众, 适合拍照, 环境安静。可以钓鱼, 可以游泳, 可以烧烤, 可以玩水。","龙尾巴山塘水库，位于云雅阁民宿。小众, 适合拍照, 环境安静。可以钓鱼, 可以游泳, 可以烧烤, 可以玩水。Tips: 1⃣可以免费停车，草坪旁边就是停车场，很方便。",https://www.xiaohongshu.com/explore/69d5f06a00000000220005c7,地点关联待核,https://www.xiaohongshu.com/explore/69eefc81000000003601b053,地点关联待核,https://www.xiaohongshu.com/explore/6a1d4b09000000003700e24a,地点关联待核,430,508,58,2716,https://img01.yzcdn.cn/upload_files/2026/09/22/liJvuus7elbJc35B4CWndB4cl0mx.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lketcDCXBViS75SZ0FTSxX0FESLr.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lv8yjtooVSyatQk_03_hYWsxjLO4.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FhsOrnOnpI2Cq2qb3hUvdDdevkbv.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lpJw2Jm0Z5Ww4vh5L7v1VDv5U2ax.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ltshLcBr6a8xNXXSlyxizF7yk-QW.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ljyxTy4ztnfOaO5TXKuX54L3BXqM.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lv5a9vtEmWrkjGR1yN82OxXQ73ys.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/Fnx174hWoKfTUjE-x_V7U64guSbf.png,exclude
70,观潮城江边营地,杭州萧山·观潮城,已合并,C159,同地点合并，逐字段采用通过检查的主数据,免费,是,是,是,是,大草坪、草坪、森林、可烧烤、可钓鱼、可路亚、可玩水、适合亲子,"观潮城江边营地。小众, 人少小众。可以捞鱼, 可以烧烤, 可以骑行, 可以钓鱼。","观潮城江边营地。小众, 人少小众。可以捞鱼, 可以烧烤, 可以骑行, 可以钓鱼。Tips: 滑草板建议自带！比现场买划算，记得给娃穿耐磨的裤子哦。",https://www.xiaohongshu.com/explore/69f4afb00000000038022bc3,地点关联已检查,https://www.xiaohongshu.com/explore/69368b92000000000d034dd3,地点关联已检查,https://www.xiaohongshu.com/explore/69ae37350000000015038122,地点关联已检查,731,860,113,2689,https://img01.yzcdn.cn/upload_files/2026/09/14/lrAb9FvG6KVArOZGFwbwX-lUAr7k.png,existing,https://img01.yzcdn.cn/upload_files/2026/09/14/lhlAbayvzvY49a2nojJJGAQ9rERK.png,existing,https://img01.yzcdn.cn/upload_files/2026/09/14/lo6N1pehYTxOhQH2Gu5UlKKmWk4-.png,existing,https://img01.yzcdn.cn/upload_files/2026/09/14/lgydmjXpthWWj_E3DkXbD7qKmovY.png,exclude,https://img01.yzcdn.cn/upload_files/2026/04/03/Fqd24U-9onSo5aWb8MoatrSBNxHd.png,exclude,https://img01.yzcdn.cn/upload_files/2026/04/03/Fgv3Ssyt9_jzkTbSPP58WnoySLh-.png,exclude,https://img01.yzcdn.cn/upload_files/2026/04/03/FoBm6B4CLITqRiPJTkkStP98vWaI.png,exclude,https://img01.yzcdn.cn/upload_files/2026/04/03/FlU2KykuKSND8tQ90zqe7lQkj5oE.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/liZu5xPJBz64gwIGuzcMbvBYXdUa.png,exclude
71,幸福翼公园,杭州萧山,已合并,C190,同地点合并，逐字段采用通过检查的主数据,免费,未知,是,是,是,河边、湖景、大草坪、树林、可烧烤、适合亲子、可带宠物,"幸福翼公园。小众, 人少小众。可以捞鱼, 可以烧烤。","幸福翼公园。小众, 人少小众。可以捞鱼, 可以烧烤",https://www.xiaohongshu.com/explore/67c41eab000000002902cae0,地点关联待核,https://www.xiaohongshu.com/explore/69368b92000000000d034dd3,地点关联已检查,https://www.xiaohongshu.com/explore/6a9f7dbe000000000d026191,地点关联待核,976,724,91,2620,https://img01.yzcdn.cn/upload_files/2026/09/22/lhwcW6T4vnR62KzxnCBQ26kZNiJO.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/loNJ1eAHKRNGl1-TMuR8_2Vez103.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ljwFct2B_5PGJgAdErhORrljjXDL.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ltkaW6zyaw-fzsrtQ1FCA121DuPM.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lnZ6aqqx1toBUMMuxm4p6kNfbe3U.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lvYCV4rBot5sfOoJlO2xDJckEHRu.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/ln8xa3pVX-YUXhFr96X4ttXRW7Ta.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lkgsIj_CMTaoCjPf3Nv4c2PoOE32.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lpBSproNpEPWvRsysjr1bm34CodT.png,exclude
72,孤山公园,杭州西��区·孤山公园,已合并,C083,同地点合并，逐字段采用通过检查的主数据,免费,是,是,是,是,河边、湖景、大草坪、树林、可烧烤、适合亲子、可带宠物,"孤山公园。小众, 人少小众。可以捞鱼, 可以烧烤。","孤山公园。小众, 人少小众。可以捞鱼, 可以烧烤",https://www.xiaohongshu.com/explore/67c41eab000000002902cae0,地点关联待核,https://www.xiaohongshu.com/explore/69368b92000000000d034dd3,地点关联待核,https://www.xiaohongshu.com/explore/6a9f7dbe000000000d026191,地点关联待核,976,724,91,2620,https://img01.yzcdn.cn/upload_files/2026/09/22/lhwcW6T4vnR62KzxnCBQ26kZNiJO.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/loNJ1eAHKRNGl1-TMuR8_2Vez103.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ljwFct2B_5PGJgAdErhORrljjXDL.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ltkaW6zyaw-fzsrtQ1FCA121DuPM.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lnZ6aqqx1toBUMMuxm4p6kNfbe3U.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lvYCV4rBot5sfOoJlO2xDJckEHRu.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/ln8xa3pVX-YUXhFr96X4ttXRW7Ta.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lkgsIj_CMTaoCjPf3Nv4c2PoOE32.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lpBSproNpEPWvRsysjr1bm34CodT.png,exclude
73,鸬鸟山,杭州余杭·鸬鸟镇,待核,,来源主要为游览、徒步、溯溪或农场介绍，未能定位有独立露营依据的营位；本次暂缓展示，待补充地点与露营证据。,付费,未知,是,是,是,大草坪、可烧烤、适合亲子,鸬鸟山。可以烧烤。,鸬鸟山。可以烧烤,https://www.xiaohongshu.com/explore/698db820000000000e03e611,地点关联待核,https://www.xiaohongshu.com/explore/69eefc81000000003601b053,地点关联待核,https://www.xiaohongshu.com/explore/69368b92000000000d034dd3,地点关联待核,1003,62,6,2593,,,,,,,,,,,,,,,,,,
74,清凉药谷（浙西小天池）,云龙湾大桥附近#不过夜露营[话题]#  ，最后一张图是具体导航地址,已合并,C171,同地点合并，逐字段采用通过检查的主数据,未知,是,是,是,未知,湖景、大草坪、山顶、可看星空、可烧烤、可溯溪、可桨板、萤火虫,"清凉药谷（浙西小天池）。适合拍照。可以玩桨板, 可以烧烤, 可以溯溪。","清凉药谷（浙西小天池），位于云龙湾大桥附近#不过夜露营[话题]#  ，最后一张图是具体导航地址。适合拍照。可以玩桨板, 可以烧烤, 可以溯溪",https://www.xiaohongshu.com/explore/6a64d927000000000301fbbe,地点关联已检查,https://www.xiaohongshu.com/explore/68dbb20e00000000040017b6,地点关联待核,https://www.xiaohongshu.com/explore/69f5d54400000000370370bc,地点关联待核,575,651,127,2532,https://img01.yzcdn.cn/upload_files/2026/09/14/FoUcBRJegHOoeDw9JkXaqqMpSwlu.png,exclude,https://sns-na-i1.xhscdn.com/notes_pre_post/1040g3k832325ndg6na004165r4csblh8onagvko?imageView2/2/w/1440/format/png/q/45&redImage/frame/0&ap=1&sc=DETAIL&sign=da80ef9bd197acb067cb2e1817e72a5e&t=6aa7e6f4,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/FoDAA3LVqduEr2YaxJaGCDFLFdSN.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/FjFCUbCQ9UXmP1usHTXVCdvQsunh.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lplof5NOiHnFtvtOSL6JjjHLm3pA.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lmdqLizADGR__xAO-g2fKP8SdGJP.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/liXB4IEsuMIPFHpwgdPXHl5M8rsn.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/liHe1_USz_ijN-2_-czXdkWBfysa.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lndUcfZ7ZmRUp7LmFx_rHxC7NKKz.png,exclude
75,康门水库,杭州余杭·康门水库,已合并,C152,同地点合并，逐字段采用通过检查的主数据,免费,是,是,是,是,水库、大草坪、草坪、可烧烤、可野炊、可钓鱼、可玩水、适合亲子,位于余杭良渚，相关介绍围绕康门水库的环湖游览与山野景观展开。具体露营落点尚未核清，环湖游览范围不等于可搭帐区域。,"康门水库，位于云雅阁民宿。小众, 适合拍照, 环境安静。可以游泳, 可以烧烤, 可以钓鱼, 可以徒步。Tips: 1⃣可以免费停车，草坪旁边就是停车场，很方便。",https://www.xiaohongshu.com/explore/69d5f06a00000000220005c7,地点关联待核,https://www.xiaohongshu.com/explore/6aa2b92c000000002502cec4,地点关联已检查,https://www.xiaohongshu.com/explore/6a1d4b09000000003700e24a,地点关联待核,430,508,58,2525,https://img01.yzcdn.cn/upload_files/2026/09/22/liJvuus7elbJc35B4CWndB4cl0mx.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lketcDCXBViS75SZ0FTSxX0FESLr.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lv8yjtooVSyatQk_03_hYWsxjLO4.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FhsOrnOnpI2Cq2qb3hUvdDdevkbv.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/Fnx174hWoKfTUjE-x_V7U64guSbf.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FiaK1H529vgHmw1Sp3O723jJwX6W.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FjcZ1kk530YKWgG3YAgR7iCc4O9C.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/Fmq9_yAmbLE1JFLZin8mCk5BOZBI.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FktXyB7Lt6bXzseQZmRPm_WlpnbI.png,exclude
76,铜鉴湖公园,孤山公园鲁迅铜像前的草坪，平湖秋月对面小路进去就到,已合并,C014,同地点合并，逐字段采用通过检查的主数据,免费,是,是,是,是,湖景、大草坪、可看日落、适合亲子、可带宠物,"铜鉴湖公园。小众, 适合拍照, 环境安静。","铜鉴湖公园，位于拱墅区白石路125号。小众, 适合拍照, 环境安静。Tips: 傍晚5-6点落日最美",https://www.xiaohongshu.com/explore/67c41eab000000002902cae0,地点关联待核,https://www.xiaohongshu.com/explore/69e837d1000000001a02bf5f,地点关联已检查,https://www.xiaohongshu.com/explore/6a032ece000000003502db7c,地点关联待核,976,724,91,2506,https://img01.yzcdn.cn/upload_files/2026/09/22/lhwcW6T4vnR62KzxnCBQ26kZNiJO.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/loNJ1eAHKRNGl1-TMuR8_2Vez103.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ljwFct2B_5PGJgAdErhORrljjXDL.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ltkaW6zyaw-fzsrtQ1FCA121DuPM.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FnynkuddxG_c50OraubmxZhtvfdY.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lu9MQCdLeWsbCoFP0tLK5oprRx5V.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lrYxoE1en3dYSSNW7NSNs9_Dsr0z.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lqP_e1jT-LHapj4X8m6CslvaW1_7.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lpBSproNpEPWvRsysjr1bm34CodT.png,exclude
77,日回山,云龙湾大桥附近#不过夜露营[话题]#  ，最后一张图是具体导航地址,已合并,C214,同地点合并，逐字段采用通过检查的主数据,付费,是,是,是,是,大草坪、可烧烤、适合亲子,日回山。适合拍照。可以烧烤。,日回山，位于云龙湾大桥附近#不过夜露营[话题]#  ，最后一张图是具体导航地址。适合拍照。可以烧烤,https://www.xiaohongshu.com/explore/69eefc81000000003601b053,地点关联待核,https://www.xiaohongshu.com/explore/68dbb20e00000000040017b6,地点关联待核,https://www.xiaohongshu.com/explore/69368b92000000000d034dd3,地点关联待核,798,167,25,2497,https://img01.yzcdn.cn/upload_files/2026/09/22/lplof5NOiHnFtvtOSL6JjjHLm3pA.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lmdqLizADGR__xAO-g2fKP8SdGJP.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/liXB4IEsuMIPFHpwgdPXHl5M8rsn.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/liHe1_USz_ijN-2_-czXdkWBfysa.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lgzUV9PqTi7zyJZ_1m6KFXxdxGVq.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lijhLl72cCv_y6rTRyEy128Gw6C8.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lhomIH1rZbpUO8cuAjxDZQNWJQRI.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FohJuR0h8uVq_ABIQPMBHQ_f4mnW.png,exclude,,
78,建德下涯之江村山风农场,杭州建德·下涯之江村,已合并,C157,同地点合并，逐字段采用通过检查的主数据,免费,未知,是,是,是,可玩水、可桨板、可皮划艇、适合亲子、可带宠物,位于建德下涯之江村，验证版将山风农场与新安江沿线的乡村游览一并介绍。相关笔记包含晨雾、桨板和露营行程，沿江游览活动与农场服务项目需分别确认。,"建德下涯之江村山风农场，位于建德之江山风农场。小众, 适合拍照, 环境安静。可以玩桨板, 可以骑行, 可以玩水。Tips: 这条路很窄，但车极少，适合慢慢开、沿途有好几个停车场🅿️，停车很方便。",https://www.xiaohongshu.com/explore/69ce8a300000000021004fe0,地点关联已检查,https://www.xiaohongshu.com/explore/69d9ecbe0000000023013bef,地点关联已检查,https://www.xiaohongshu.com/explore/6a1d1a39000000003700c044,地点关联已检查,907,821,82,2484,https://img01.yzcdn.cn/upload_files/2026/09/14/lk9qaso5tA3LXqkcVLXUc2THODGs.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lqusS3hdVnZFc57CRVjXYoKP5csy.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lmJKGibRi1DH_ulSWtebQL_4G-6Q.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lqtX-K7zIS5etqbn8_j90BBq4GLc.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/FqmHyep0_jwzjvCfA6sSf-xh82jF.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lhjO8LJ80SsRAAw0Q6NHNgbrbDSI.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/Fl5TYFAXw9yQNuPeVmihdyWYA4tB.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lhFyeWENOKkFfeeDXyEftc_qbzdr.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lklUJU7XWtNsVhifeIy9VEQ_N6jq.png,exclude
79,山田大桥,云龙湾大桥附近#不过夜露营[话题]#  ，最后一张图是具体导航地址,已合并,C030,同地点合并，逐字段采用通过检查的主数据,免费,是,是,是,是,大草坪、可烧烤、适合亲子,山田大桥。适合拍照。可以烧烤。,山田大桥，位于云龙湾大桥附近#不过夜露营[话题]#  ，最后一张图是具体导航地址。适合拍照。可以烧烤,https://www.xiaohongshu.com/explore/68dbb20e00000000040017b6,地点关联待核,https://www.xiaohongshu.com/explore/694fa7a8000000001f00c9db,地点关联已检查,https://www.xiaohongshu.com/explore/69368b92000000000d034dd3,地点关联待核,455,423,97,2475,https://img01.yzcdn.cn/upload_files/2026/09/22/lplof5NOiHnFtvtOSL6JjjHLm3pA.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lmdqLizADGR__xAO-g2fKP8SdGJP.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/liXB4IEsuMIPFHpwgdPXHl5M8rsn.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/liHe1_USz_ijN-2_-czXdkWBfysa.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/loiL_E3cG4P1LGgoZoQIifvv85vn.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lsS3GiboLFXhlzeZQJJuW60Sa4F4.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lv3R1QdPZV-8hij8dcFiKm3FlmoK.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lmsJhfaxQVjwo-K6f9razTnatFvm.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lgzUV9PqTi7zyJZ_1m6KFXxdxGVq.png,exclude
80,进贤村,云龙湾大桥附近#不过夜露营[话题]#  ，最后一张图是具体导航地址,已合并,C001,同地点合并，逐字段采用通过检查的主数据,付费,是,是,是,是,大草坪、可烧烤、适合亲子,进贤村。适合拍照。可以烧烤。,进贤村，位于云龙湾大桥附近#不过夜露营[话题]#  ，最后一张图是具体导航地址。适合拍照。可以烧烤,https://www.xiaohongshu.com/explore/69eefc81000000003601b053,地点关联待核,https://www.xiaohongshu.com/explore/68dbb20e00000000040017b6,地点关联待核,https://www.xiaohongshu.com/explore/69c4d72f000000001d01f918,地点关联待核,798,167,25,2456,https://img01.yzcdn.cn/upload_files/2026/09/22/lplof5NOiHnFtvtOSL6JjjHLm3pA.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lmdqLizADGR__xAO-g2fKP8SdGJP.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/liXB4IEsuMIPFHpwgdPXHl5M8rsn.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/liHe1_USz_ijN-2_-czXdkWBfysa.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lgzUV9PqTi7zyJZ_1m6KFXxdxGVq.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lijhLl72cCv_y6rTRyEy128Gw6C8.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lhomIH1rZbpUO8cuAjxDZQNWJQRI.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FohJuR0h8uVq_ABIQPMBHQ_f4mnW.png,exclude,,
81,萧山戴村溪水露营地,杭州萧山·戴村,待核,,无法确认独立营地身份、名称含糊或存在跨地点错配,付费,未知,是,是,是,溪水、溪流、大草坪、可烧烤、可玩水、可溯溪、适合亲子,"萧山戴村溪水露营地。可以溯溪, 可以烧烤, 可以玩水。","萧山戴村溪水露营地。可以溯溪, 可以烧烤, 可以玩水",https://www.xiaohongshu.com/explore/69eefc81000000003601b053,地点关联待核,https://www.xiaohongshu.com/explore/6a093429000000000702753d,地点关联待核,https://www.xiaohongshu.com/explore/69368b92000000000d034dd3,地点关联待核,798,167,25,2444,https://img01.yzcdn.cn/upload_files/2026/09/14/lmbAoT_OjROedkggBXeE9CfpHXax.png,existing,https://img01.yzcdn.cn/upload_files/2026/09/14/lh3pmeNAKdTc3npy-wYtBT3QvyZj.png,existing,https://img01.yzcdn.cn/upload_files/2026/09/14/lsXZkYHrURMShrya8yVpdRP79tVY.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/llSWk_H_0jdmLPMVfNOs_lw48lxS.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lvq0GPPX0ggePHl_knSj4SqcP4Sf.png,existing,https://img01.yzcdn.cn/upload_files/2026/09/14/lnhj_CsY3fM7HrnFbq5sLKnhL0r8.png,existing,,,,,,
82,余杭半山竹林露营地（团建）,云龙湾大桥附近#不过夜露营[话题]#  ，最后一张图是具体导航地址,待核,,无法确认独立营地身份、名称含糊或存在跨地点错配,免费,是,是,是,是,溪边、河边、大草坪、森林、树林、可烧烤、可钓鱼、适合亲子,"余杭半山竹林露营地（团建）。适合拍照, 环境安静, 原生态。可以钓鱼, 可以烧烤。","余杭半山竹林露营地（团建），位于云龙湾大桥附近#不过夜露营[话题]#  ，最后一张图是具体导航地址。适合拍照, 环境安静, 原生态。可以钓鱼, 可以烧烤。Tips: 喜欢刺激和玻璃栈道的来这里",https://www.xiaohongshu.com/explore/68dbb20e00000000040017b6,地点关联待核,https://www.xiaohongshu.com/explore/694fa7a8000000001f00c9db,地点关联待核,https://www.xiaohongshu.com/explore/69eb1c120000000020000803,地点关联待核,455,423,97,2437,https://img01.yzcdn.cn/upload_files/2026/09/22/lplof5NOiHnFtvtOSL6JjjHLm3pA.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lmdqLizADGR__xAO-g2fKP8SdGJP.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/liXB4IEsuMIPFHpwgdPXHl5M8rsn.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/liHe1_USz_ijN-2_-czXdkWBfysa.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/loiL_E3cG4P1LGgoZoQIifvv85vn.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lsS3GiboLFXhlzeZQJJuW60Sa4F4.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lv3R1QdPZV-8hij8dcFiKm3FlmoK.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lmsJhfaxQVjwo-K6f9razTnatFvm.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lgzUV9PqTi7zyJZ_1m6KFXxdxGVq.png,exclude
